interval_begin,interval_end,interval_flow,interval_harmonicMeanSpeed,interval_id,interval_length,interval_nVehContrib,interval_nVehEntered,interval_occupancy,interval_speed
4620.00,4680.00,240.00,7.83,d_rp4_entry_2,5.00,4,4,4.26,7.84
4620.00,4680.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
4620.00,4680.00,0.00,-1.00,d_rp4_entry_4,-1.00,0,0,0.00,-1.00
4620.00,4680.00,0.00,-1.00,d_rp4_entry_5,-1.00,0,0,0.00,-1.00
4620.00,4680.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,0.00,-1.00
4620.00,4680.00,0.00,-1.00,d_rp4_entry_7,-1.00,0,0,0.00,-1.00
4620.00,4680.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
4680.00,4740.00,120.00,8.80,d_rp4_entry_1,5.00,2,2,1.89,8.80
4680.00,4740.00,120.00,8.00,d_rp4_entry_2,5.00,2,2,2.08,8.11
4680.00,4740.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
4680.00,4740.00,0.00,-1.00,d_rp4_entry_4,-1.00,0,0,0.00,-1.00
4680.00,4740.00,0.00,-1.00,d_rp4_entry_5,-1.00,0,0,0.00,-1.00
4680.00,4740.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,0.00,-1.00
4680.00,4740.00,0.00,-1.00,d_rp4_entry_7,-1.00,0,0,0.00,-1.00
4680.00,4740.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
4740.00,4800.00,120.00,9.72,d_rp4_entry_1,5.00,2,2,1.71,9.76
4740.00,4800.00,60.00,8.72,d_rp4_entry_2,5.00,1,1,0.96,8.72
4740.00,4800.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
4740.00,4800.00,0.00,-1.00,d_rp4_entry_4,-1.00,0,0,0.00,-1.00
4740.00,4800.00,0.00,-1.00,d_rp4_entry_5,-1.00,0,0,0.00,-1.00
4740.00,4800.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,0.00,-1.00
4740.00,4800.00,0.00,-1.00,d_rp4_entry_7,-1.00,0,0,0.00,-1.00
4740.00,4800.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
4800.00,4860.00,240.00,8.99,d_rp4_entry_1,5.00,4,4,3.71,9.02
4800.00,4860.00,120.00,7.17,d_rp4_entry_2,5.00,2,2,2.32,7.17
4800.00,4860.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
4800.00,4860.00,0.00,-1.00,d_rp4_entry_4,-1.00,0,0,0.00,-1.00
4800.00,4860.00,0.00,-1.00,d_rp4_entry_5,-1.00,0,0,0.00,-1.00
4800.00,4860.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,0.00,-1.00
4800.00,4860.00,0.00,-1.00,d_rp4_entry_7,-1.00,0,0,0.00,-1.00
4800.00,4860.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
4860.00,4920.00,120.00,8.18,d_rp4_entry_1,5.00,2,2,2.04,8.18
4860.00,4920.00,300.00,7.75,d_rp4_entry_2,5.00,5,5,5.38,7.76
4860.00,4920.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
4860.00,4920.00,0.00,-1.00,d_rp4_entry_4,-1.00,0,0,0.00,-1.00
4860.00,4920.00,0.00,-1.00,d_rp4_entry_5,-1.00,0,0,0.00,-1.00
4860.00,4920.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,0.00,-1.00
4860.00,4920.00,0.00,-1.00,d_rp4_entry_7,-1.00,0,0,0.00,-1.00
4860.00,4920.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
4920.00,4980.00,120.00,8.59,d_rp4_entry_1,5.00,2,2,1.94,8.59
4920.00,4980.00,0.00,-1.00,d_rp4_entry_2,-1.00,0,0,0.00,-1.00
4920.00,4980.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
4920.00,4980.00,0.00,-1.00,d_rp4_entry_4,-1.00,0,0,0.00,-1.00
4920.00,4980.00,0.00,-1.00,d_rp4_entry_5,-1.00,0,0,0.00,-1.00
4920.00,4980.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,0.00,-1.00
4920.00,4980.00,0.00,-1.00,d_rp4_entry_7,-1.00,0,0,0.00,-1.00
4920.00,4980.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
4980.00,5040.00,120.00,8.74,d_rp4_entry_1,5.00,2,2,1.91,8.75
4980.00,5040.00,240.00,8.42,d_rp4_entry_2,5.00,4,4,3.96,8.51
4980.00,5040.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
4980.00,5040.00,0.00,-1.00,d_rp4_entry_4,-1.00,0,0,0.00,-1.00
4980.00,5040.00,0.00,-1.00,d_rp4_entry_5,-1.00,0,0,0.00,-1.00
4980.00,5040.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,0.00,-1.00
4980.00,5040.00,0.00,-1.00,d_rp4_entry_7,-1.00,0,0,0.00,-1.00
4980.00,5040.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
5040.00,5100.00,180.00,8.60,d_rp4_entry_1,5.00,3,3,2.91,8.60
5040.00,5100.00,60.00,6.82,d_rp4_entry_2,5.00,1,1,1.22,6.82
5040.00,5100.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
5040.00,5100.00,0.00,-1.00,d_rp4_entry_4,-1.00,0,0,0.00,-1.00
5040.00,5100.00,0.00,-1.00,d_rp4_entry_5,-1.00,0,0,0.00,-1.00
5040.00,5100.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,0.00,-1.00
5040.00,5100.00,0.00,-1.00,d_rp4_entry_7,-1.00,0,0,0.00,-1.00
5040.00,5100.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
5100.00,5160.00,180.00,9.38,d_rp4_entry_1,5.00,3,3,2.66,9.38
5100.00,5160.00,240.00,7.55,d_rp4_entry_2,5.00,4,4,4.42,7.58
5100.00,5160.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
5100.00,5160.00,0.00,-1.00,d_rp4_entry_4,-1.00,0,0,0.00,-1.00
5100.00,5160.00,0.00,-1.00,d_rp4_entry_5,-1.00,0,0,0.00,-1.00
5100.00,5160.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,0.00,-1.00
5100.00,5160.00,0.00,-1.00,d_rp4_entry_7,-1.00,0,0,0.00,-1.00
5100.00,5160.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
5160.00,5220.00,180.00,8.74,d_rp4_entry_1,5.00,3,3,2.86,8.85
5160.00,5220.00,180.00,7.88,d_rp4_entry_2,5.00,3,3,3.17,7.91
5160.00,5220.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
5160.00,5220.00,0.00,-1.00,d_rp4_entry_4,-1.00,0,0,0.00,-1.00
5160.00,5220.00,0.00,-1.00,d_rp4_entry_5,-1.00,0,0,0.00,-1.00
5160.00,5220.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,0.00,-1.00
5160.00,5220.00,0.00,-1.00,d_rp4_entry_7,-1.00,0,0,0.00,-1.00
5160.00,5220.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
5220.00,5280.00,120.00,9.99,d_rp4_entry_1,5.00,2,2,1.67,10.03
5220.00,5280.00,180.00,7.45,d_rp4_entry_2,5.00,3,3,3.36,7.52
5220.00,5280.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
5220.00,5280.00,0.00,-1.00,d_rp4_entry_4,-1.00,0,0,0.00,-1.00
5220.00,5280.00,0.00,-1.00,d_rp4_entry_5,-1.00,0,0,0.00,-1.00
5220.00,5280.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,0.00,-1.00
5220.00,5280.00,0.00,-1.00,d_rp4_entry_7,-1.00,0,0,0.00,-1.00
5220.00,5280.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp4_entry_1,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp4_entry_2,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp4_entry_4,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp4_entry_5,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp4_entry_7,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp4_entry_1,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp4_entry_2,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp4_entry_4,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp4_entry_5,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp4_entry_7,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp4_entry_1,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp4_entry_2,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp4_entry_4,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp4_entry_5,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp4_entry_7,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
